index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Hwanin's Splendor 6	108	Hwanin's Majesty 6	xrn	Grand Crown	7	28	45								5	5000		crush		25	25	oskill	121	1	1	swing2		20	20	dmg%		180	180	lifesteal		8	8	res-mag		-45	-45	skilltab	0	3	3	str		2	2	dmg-pois	125	52	52	oskill	127	4	4	str/lvl	4			hit-skill	Tornado	20	18	dmg%		280	280	res-pois		50	50	dmg-pois	50	187	187	light		5	5	gethit-skill	Chilling Armor	20	15	dex		3	3	mana/lvl	6				0
Hwanin's Refuge 6	109	Hwanin's Majesty 6	xcl	Tigulated Mail	7	28	30								5	5000		att%		20	20	sock		3	3	dmg-mag		180	180	dmg-demon		380	380	dmg%		50	50	dmg-pois	50	175	175	dex		4	4	res-ltng	0	25	25	nofreeze		1	1	hp		8	8	dex		8	8	cast3		20	20	dmg-elem	33	324	324	ltng-min		1	1	crush		50	50	ltng-max		8	8	dmg%	0	40	40	dmg%		300	300	hp		60	60		0
Hwanin's Seal 6	110	Hwanin's Majesty 6	mbl	Belt	7	28	35								5	5000		swing3		30	30	res-pois		10	10	hit-skill	64	5	3	noheal		1	1	skilltab	0	4	4	red-dmg		14	14	oskill	Bone Spirit	2	2	dmg-ltng		74	74	ac%		100	100	light-thorns		25	25	dmg%		190	190	res-cold		30	30	dur		60	60	ama		1	1	ac		45	45	regen-mana		15	15	dmg-undead	0	34	34					str		6	6		0
Hwanin's Justice 6	111	Hwanin's Majesty 6	9vo	Bill	7	28	28								5	5000		ac		20	20	ac%		100	100	dmg%		300	300	skilltab	10	2	2	pierce-immunity-cold		300	300	swing2		10	10	att		57	57	res-pois		11	11	res-ltng	0	25	25	hit-skill	Lightning	10	16	res-all		20	20	ac		200	200	sock	2			sock		2	2	swing2		20	20	indestruct		1	1	regen-stam/lvl	2			att	0	120	120	oskill	39	6	6		0
Sazabi's Cobalt Redeemer 6	112	Sazabi's Grand Tribute 6	7ls	Cryptic Sword	7	34	73	dblu	dblu						5	5000		ac-miss		200	200	deadly		66	66	dmg-ltng		333	333	dmg-pois	50	187	187	pierce-pois		5	5	att		132	132	res-cold		25	25	skilltab	14	1	1	oskill	84	3	3	att		40	40	allskills		1	1	dex		15	15	oskill	Oak Sage	5	5	light		5	5	swing2		40	40	dmg-to-mana		10	10	ac%		190	190					dmg-to-mana		45	45		0
Sazabi's Ghost Liberator 6	113	Sazabi's Grand Tribute 6	upl	Balrog Skin	7	34	67	dblu	dblu						5	5000		swing2		20	20	balance2		30	30	res-fire		50	50	abs-fire		11	11	mana		77	77	indestruct		1	1	nec	0	2	2	att		20	20	allskills		1	1	deadly		30	30	res-fire		24	24	res-all		50	50	gethit-skill	Terror	15	3	pierce-ltng		20	20	vit		10	10	death-skill	Chain Lightning	100	47	dex		3	3	dmg%		20	20	swing2		30	30		0
Sazabi's Mental Sheath 6	114	Sazabi's Grand Tribute 6	xhl	Basinet	7	34	43	dblu	dblu						5	5000		mana		10	10	cold-min		5	5	cold-max		10	10	att%		20	20	lifesteal		7	7	gethit-skill	38	12	4	hit-skill	Life Tap	10	18	light-thorns		15	15	str		5	5	dmg-mag		187	187	res-cold-max		15	15	ac%		150	150	mana-kill		3	3	oskill	Iron Maiden	12	12	res-pois		100	100	hit-skill	Ice Blast	18	20					block2		15	15						0
Bul-Kathos' Sacred Charge 6	115	Bul-Kathos' Children 6	7gd	Colossus Blade	7	50	61	dgrn	dgrn						5	5000		deadly		50	50	oskill	92	4	4	mag%		60	60	dmg-to-mana		10	10	hit-skill	Poison Nova	25	15	extra-fire		15	15	manasteal		5	5	swing2		20	20	regen-stam	0	50	50	swing2		60	60	dur		100	100	move2		65	65	hp/lvl	8			dex		15	15	hp		50	50	att	0	40	40	sock	3			dmg-fire		200	200	res-pois-len		75	75		0
Bul-Kathos' Tribal Guardian 6	116	Bul-Kathos' Children 6	7wd	Mythical Sword	7	50	54	dgrn	dgrn						5	5000		att-und/lvl	10			lifesteal		7	7	sock		2	2	kill-skill	Poison Nova	50	20	hit-skill	Static Field	7	13	enr		10	10	manasteal		9	9	oskill	106	7	7	ac		50	50	ac%		220	220	light-thorns		7	7	cold-min		13	13	ac-miss		50	50	cold-max		25	25	res-pois-max		5	5	res-all		25	25	res-all		25	25	res-fire		50	50	mag%	0	9	9		0
Cow King's Horns 6	117	Cow King's Leathers 6	xap	War Hat	7	20	25								5	5000		dmg-min		14	14	res-all		30	30	oskill	24	5	5	res-cold		7	7	ltng-min		1	1	ltng-max		16	16	ease		-20	-20	swing2		20	20	gethit-skill	Dim Vision	15	3	hp		25	25	bloody		5	5	hp/lvl	10			dmg-norm		40	40	res-all		10	10	pierce-cold		15	15	res-pois		7	7	oskill	245	2	2	dmg-demon		25	25	dex		10	10		0
Cow King's Hide 6	118	Cow King's Leathers 6	stu	Studded Leather	7	20	18								5	5000		mana		175	175	dur		30	30	dmg-fire		250	250	dmg-elem	33	324	324	att/lvl	16			lifesteal		10	10	dmg-cold	150	18	18	str		15	15	oskill	53	3	3	lifesteal		5	5	oskill	76	3	3	mana		35	35	light-thorns		20	20	mana%		10	10	res-pois		100	100	res-ltng		40	40	sock		2	2	addxp		5	5	dmg%		350	350		0
Cow King's Hoofs 6	119	Cow King's Leathers 6	vbt	Heavy Boots	7	20	13								5	5000		oskill	38	6	6	pois-min		8	8	pois-max		24	24	pois-len		75	75	block		20	20	manasteal		12	12	ass		3	3	dmg%		150	150	thorns		14	14	ac		20	20	dur		15	15	deadly		55	55	ac		12	12	sor		1	1	swing2		30	30	res-pois		30	30	ac/lvl	20			dmg-max	0	5	5	hp	0	17	17		0
Naj's Puzzler 6	120	Naj's Ancient Set 6	6cs	Elder Staff	7	43	78								5	5000		dmg%		50	50	res-fire-max		15	15	hit-skill	45	10	10	ignore-ac		1	1	mana%		15	15	dmg-fire		250	250	light-thorns		15	15	move2		20	20	dmg-pois	50	175	175	dex		30	30	noheal		1	1	att		28	28	att		250	250	cold-min		15	15	swing2		25	25	cold-max		30	30	ac-miss		250	250	oskill	55	3	3	dex		6	6		0
Naj's Light Plate 6	121	Naj's Ancient Set 6	ult	Hellforge Plate	7	43	71								5	5000		dmg%		250	250	light-thorns		25	25	ac/lvl	20			res-mag		-45	-45	pois-min	0	34	34	pois-max	0	34	34	pois-len	0	75	75	mana-kill		4	4					red-mag		2	2	att		50	50	ac%		60	60	vit		15	15	oskill	Teleport	1	1	mana	0	31	31	pierce-pois		25	25	skilltab	11	3	3	dex		10	10	half-freeze		1	1		0
Naj's Circlet 6	122	Naj's Ancient Set 6	ci0	Circlet	7	43	28								5	5000		dmg-min		14	14	dmg-cold	100	45	45	swing2		20	20	dmg%		230	230	pierce-immunity-light		300	300	crush		25	25	gethit-skill	42	10	3	str		25	25	dmg-undead		75	75	thorns		15	15	str		10	10	gold%		70	70	skilltab	16	1	1	dmg%		400	400	light		1	1	skilltab	5	1	1	bar		1	1	ac		100	100	dex		5	5		0
McAuley's Paragon 6	123	McAuley's Folly 6	cap	Cap	3	20	25	lpur	lpur						5	5000		dmg-norm		45	45	oskill	60	2	2	nofreeze		1	1	balance2		20	20	levelup-skill	Venom	100	23	aura	Thorns	21	21	ignore-ac		1	1	dmg-fire		32	32	dmg-demon		50	50	swing2		20	20	dmg-max		3	3	mana		35	35	dex		10	10	str/lvl	4			swing3		30	30	cast2		40	40	regen-stam/lvl	2			allskills		2	2	att-skill	53	8	3		0
McAuley's Riprap 6	124	McAuley's Folly 6	vbt	Heavy Boots	7	20	20	lpur	lpur						5	5000		sor	0	2	2	extra-fire		20	20	mana-kill		5	5	gethit-skill	Weaken	24	10	dmg-min		10	10	red-mag		3	3	dmg-mag		120	120	ac		200	200					res-all		35	35	res-pois		30	30	balance2		20	20	ac%		20	20	allskills		1	1	fire-min		3	3	oskill	Battle Command	6	6	fire-max		10	10	dmg%		275	275	balance2		30	30		0
McAuley's Taboo 6	125	McAuley's Folly 6	vgl	Heavy Gloves	7	20	28	lpur	lpur						5	5000		oskill	150	13	13	str		16	16	aura	Holy Fire	14	14	regen-mana		30	30	cast2		10	10	att-demon		300	300	red-mag		3	3	enr		5	5	move3		30	30	ltng-min	0	1	1	dmg-cold	75	30	30	ltng-max	0	22	22	oskill	71	8	8	aura	Fanaticism	1	1					red-dmg%		30	30					pal		3	3						0
McAuley's Superstition 6	126	McAuley's Folly 6	bwn	Bone Wand	7	20	25	lpur	lpur						5	5000		res-cold		30	30	ac/lvl	40			dmg-ltng		501	501	oskill	Bone Spirit	2	2	res-fire		-70	-70	noheal		1	1	dmg%		320	320	dmg-undead	0	28	28	dmg-pois	75	21	21	manasteal		9	9	dmg%		240	240	slow		35	35	ac		150	150	ac%		20	20	stam		50	50	oskill	91	3	3	skilltab	10	2	2	allskills		1	1	dmg-max		4	4		0
Civerb's Ward 7	0	Civerb's Vestments 7	lrg	Large Shield	7	13	9	lyel	lyel						5	2500	1	res-fire-max		15	15	gethit-skill	88	10	2	vit		2	2	ac		100	100	att-demon		300	300	mag%	0	15	15	skilltab	0	1	1	dru		1	1	block		10	10	res-fire-max		10	10	mana/lvl	10			light		2	2	balance2		30	30	dmg%		130	130	dur		10	10	gethit-skill	Poison Nova	10	10	cast2		10	10	res-all		50	50	ac%		75	75		0
Civerb's Icon 7	1	Civerb's Vestments 7	amu	Amulet	7	13	9	lyel	lyel						5	2500	2	dmg%		70	70	deadly		30	30	hit-skill	234	5	7	mag%		20	20	gethit-skill	Lower Resist	10	7	half-freeze		1	1	crush		35	35	ac		12	12	hp		40	40	ac%		20	20	skilltab	11	2	2	nofreeze		1	1	mana		13	13	ac/lvl	16			hp%		5	5	move3		40	40	regen-mana	0	12	12	ac		20	20	res-ltng		5	5		0
Civerb's Cudgel 7	2	Civerb's Vestments 7	gsc	Grand Scepter	7	13	9	lyel	lyel						5	2500		nec		2	2	str		30	30	ignore-ac	1	1	1	pal		2	2	gethit-skill	Confuse	10	15	res-ltng	0	40	40	ac		40	40	ac%		80	80	dmg-min		9	9	skilltab	19	2	2	ac		200	200	oskill	Venom	3	3	move2		30	30	res-all		20	20	freeze		2	2	res-fire	0	40	40	abs-ltng		9	9	mana		12	12	pierce-immunity-fire		300	300		0
Hsarus' Iron Heel 7	3	Hsarus' Defense 7	mbt	Chain Boots	7	4	3	dred	dred						5	2500	2	res-pois		95	95	dmg-norm		45	45	slow		20	20	str		15	15	thorns	0	12	12	nofreeze		1	1	mana-kill	0	1	1	pal		1	1	swing3		30	30	dex		20	20	oskill	83	4	4	all-stats		20	20	str		30	30	aura	Concentration	12	12	bar		2	2	swing1		30	30	dex		5	5	move2		20	20						0
Hsarus' Iron Fist 7	4	Hsarus' Defense 7	buc	Buckler	7	4	3	dred	dred						5	2500	2	light		-1	-1	cold-min		4	4	cold-max		8	8	res-fire-max		15	15	block		20	20	fire-min	0	8	8	fire-max	0	12	12	lifesteal		8	8	ac		415	415	dmg-min		15	15	swing2		40	40	ac%		50	50	vit		22	22	fire-min		2	2	ac		25	25	fire-max		4	4	att-demon		100	100	oskill	Fire Wall	13	13	skilltab	0	1	1		0
Hsarus' Iron Stay 7	5	Hsarus' Defense 7	mbl	Belt	7	4	3	dred	dred						5	2500	2	mana		-5	-5	stamdrain		25	25	allskills		2	2	lifesteal		10	10	mana%		5	5	ac%		30	30	dmg-max		4	4	att-skill	53	5	3	att		75	75	res-cold	0	30	30	oskill	51	1	1	light		5	5	deadly/lvl	3			lifesteal		5	5	ease		-20	-20	fire-min		25	25	dmg%		20	20	fire-max		50	50	res-cold		5	5		0
Cleglaw's Tooth 7	6	Cleglaw's Brace 7	lsd	Long Sword	7	6	4	lred	lred						5	2500	2	str		20	20	light		2	2	ama		1	1	deadly		33	33	vit		10	10	dmg%		250	250	skilltab	10	3	3	res-all		50	50	ac		175	175	str		10	10	dmg-fire		35	35	dur		100	100	mana		175	175	regen-mana		40	40	stam		120	120	stam		36	36	res-ltng	0	12	12	oskill	150	5	5	dmg/lvl	4				0
Cleglaw's Claw 7	7	Cleglaw's Brace 7	sml	Small Shield	7	6	4	lred	lred						5	2500	2	gethit-skill	44	10	5	dmg%		240	240	block2		30	30	oskill	Zeal	1	1	ac		160	160	ama	0	2	2	hp		150	150									res-pois		30	30	light		4	4	dmg-pois	75	102	102	dmg-norm		27	27	dex		10	10	dmg-cold	75	21	21	mana		29	29					res-fire		7	7						0
Cleglaw's Pincers 7	8	Cleglaw's Brace 7	mgl	Chain Gloves	7	6	4	lred	lred						5	2500	2	ac/lvl	16			res-fire		45	45	att		25	25	swing2		30	30	gethit-skill	Lower Resist	20	12	res-all		11	11	fire-min		7	7	fire-max		19	19	indestruct		1	1	ac		25	25	ac%		100	100	res-fire-max		10	10					indestruct		1	1																						0
Iratha's Collar 7	9	Iratha's Finery 7	amu	Amulet	7	21	15	lgry	lgry						5	2500	2	manasteal		3	3	swing2		20	20	hp		30	30	ac/lvl	16			aura	Sanctuary	18	18	res-all		20	20	lifesteal	0	2	2	ac		15	15	mana		10	10	allskills		1	1	regen		12	12	light		2	2	oskill	Bone Spear	3	3	dmg%		150	150	res-ltng		15	15	res-all		30	30	nec		1	1	att		200	200	enr		6	6		0
Iratha's Cuff 7	10	Iratha's Finery 7	tgl	Light Gauntlets	7	21	15	lgry	lgry						5	2500	2	dmg-pois	100	409	409	move2		30	30	dex		25	25	dmg-ltng		305	305	oskill	118	3	3	swing2		25	25	att		40	40	att-skill	53	5	3	res-all		50	50	gold%		200	200	oskill	87	3	3	res-cold		20	20	ac%		150	150	mag%		6	6	dmg-cold	125	455	455	dex		1	1	stam		15	15	fade		1	1	dmg%		35	35		0
Iratha's Coil 7	11	Iratha's Finery 7	crn	Crown	7	21	15	lgry	lgry						5	2500	2	dmg-norm		30	30	sor		3	3	att/lvl	12			red-mag		10	10	pierce-ltng		15	15	extra-cold		15	15	res-cold		25	25	mana%		20	20	red-dmg%		16	16	hp		20	20	cold-min		4	4	aura	Redemption	15	15	cold-max		8	8	ac		50	50	cold-len		75	75	dmg-pois	150	86	86	dmg-max		25	25	red-mag		15	15	dmg-norm		15	15		0
Iratha's Cord 7	12	Iratha's Finery 7	tbl	Heavy Belt	7	21	15	lgry	lgry						5	2500	2	dmg%		90	90	swing3		30	30	regen		12	12	light		-3	-3	att%		120	120	aura	Sanctuary	18	18	gold%/lvl	15			skilltab	6	1	1	ac		100	100	ac%		240	240	light		3	3	res-all		15	15	oskill	70	3	3	thorns	0	20	20	red-dmg%		15	15	skilltab	18	3	3	dmg-fire		45	45	ac		100	100	ama		2	2		0
Isenhart's Lightbrand 7	13	Isenhart's Armory 7	bsd	Broad Sword	7	11	8	lgld	lgld						5	2500	2	regen-stam		25	25	dmg-pois	75	40	40	mana/lvl	10			noheal		1	1	swing2		20	20	ease		-40	-40	move2		20	20	ac		100	100	str	0	10	10	regen		5	5	str		10	10	slow		35	35	dmg-ltng		28	28	att-und/lvl	16			vit		10	10	res-ltng-max		5	5	addxp		10	10	mana		33	33	oskill	38	10	10		0
Isenhart's Parry 7	14	Isenhart's Armory 7	gts	Gothic Shield	7	11	8	lgld	lgld						5	2500	2	dmg%		40	40	mag%		30	30	gethit-skill	71	6	3	hit-skill	Firestorm	12	16	oskill	Redemption	4	4	res-all		20	20	ac%		75	75	dmg-pois	150	299	299	dmg-min		3	3	dur		10	10	dex		6	6	sock		2	2	mana		30	30	slow		20	20	hp		20	20	ac/lvl	16							att		330	330						0
Isenhart's Case 7	15	Isenhart's Armory 7	brs	Breast Plate	7	11	8	lgld	lgld						5	2500	2	ease		-50	-50	dmg%		60	60	cast2		50	50	ac		120	120	red-mag		2	2	dmg-cold	50	75	75	dmg-min		2	2									sor		3	3	ac%		150	150	ltng-min		1	1	dur		40	40	ltng-max		100	100	att/lvl	16			swing2		20	20	ltng-min	0	1	1	ac		25	25	ltng-max	0	22	22		0
Isenhart's Horns 7	16	Isenhart's Armory 7	fhl	Full Helm	7	11	8	lgld	lgld						5	2500	2	str		10	10	thorns		8	8	dmg%		210	210	oskill	83	15	15	swing2		25	25	aura	Cleansing	1	1	res-cold		20	20	res-fire	0	12	12	hp		100	100	deadly		25	25	res-all		40	40	str		2	2	red-mag		15	15	mana	0	17	17	dmg%		250	250	dmg%	0	50	50	oskill	17	3	3	nec		2	2	res-fire		30	30		0
Vidala's Barb 7	17	Vidala's Rig 7	lbb	Long Battle Bow	7	19	14	blac	blac						5	2500	2	att		12	12	ac		150	150	dmg-norm		30	30	fire-min		3	3	fire-max		10	10	sock	3			lifesteal		5	5	stam		36	36	ignore-ac		1	1	lifesteal		8	8	dmg%		100	100	res-all		10	10	stam/lvl	8			red-mag		18	18	move2		25	25	dex		20	20	mag%		50	50	ac		17	17	ac		100	100		0
Vidala's Fetlock 7	18	Vidala's Rig 7	tbt	Light Plated Boots	7	19	14	blac	blac						5	2500	2	res-all		15	15	balance2		30	30	res-ltng		40	40	regen		20	20	ac		20	20	res-fire		12	12	red-mag		4	4	dmg-min		5	5					slow		50	50	mana		35	35	light		1	1	move2		30	30	mag%		78	78	dmg%	0	50	50	hp		50	50	dmg-max		2	2					res-ltng	0	25	25		0
Vidala's Ambush 7	19	Vidala's Rig 7	lea	Leather Armor	7	19	14	blac	blac						5	2500	2	dmg%		130	130	light		5	5	sock	2			gold%		100	100	reanimate	1	10	10	gethit-skill	92	15	15	oskill	Attract	17	17	att-skill	Frozen Orb	16	21	dmg-ltng		75	75	res-cold		30	30	str		20	20	swing2		25	25	res-cold		40	40	dmg%		20	20	fire-min		3	3	dmg-to-mana		12	12	fire-max		6	6	att		150	150	dmg-pois	125	52	52		0
Vidala's Snare 7	20	Vidala's Rig 7	amu	Amulet	7	19	14	blac	blac						5	2500	2	dmg%		50	50	oskill	77	3	3	ac%		30	30	dmg-ltng		30	30	mag%		80	80	res-pois		55	55	lifesteal		7	7	res-all		20	20	mana		100	100	dmg-ltng		200	200	dmg%		240	240	extra-ltng		20	20	abs-fire		11	11	regen		-5	-5					sor		1	1					red-dmg%		24	24						0
Milabrega's Orb 7	21	Milabrega's Regalia 7	kit	Kite Shield	7	23	17	dblu	dblu						5	2500	2	res-ltng		40	40	ac		60	60	move2		20	20	mana-kill		2	2	ac%		50	50	att		8	8	dmg-max		4	4	manasteal		7	7	oskill	106	7	7	dmg%	0	30	30	red-mag		3	3	att		50	50	regen		4	4	dex		10	10	dmg-ltng		33	33	nofreeze		1	1	oskill	92	3	3					dmg-pois	150	86	86		0
Milabrega's Rod 7	22	Milabrega's Regalia 7	wsp	War Scepter	7	23	17	dblu	dblu						5	2500		res-cold-max		15	15	ac%		30	30	mana%		10	10	regen-mana		15	15	ac/lvl	16			regen		10	10	dmg%		240	240	res-cold		33	33	dmg-pois	150	171	171	block		20	20	pierce-pois		25	25	att-undead		200	200	fire-min		2	2	dmg-cold	150	364	364	fire-max		11	11	res-all		20	20	gold%		22	22	dmg-max		10	10	dex		3	3		0
Milabrega's Diadem 7	23	Milabrega's Regalia 7	crn	Crown	7	23	17	dblu	dblu						5	2500	2	hit-skill	66	5	1	openwounds		33	33	extra-cold		5	5	dex		6	6	dmg-demon		300	300	res-ltng		40	40	lifesteal		7	7	att		51	51	skilltab	4	1	1	mana-kill		2	2	hit-skill	Firestorm	12	16	noheal		1	1	half-freeze		1	1	res-pois-len		50	50					enr		15	15					res-all	0	10	10						0
Milabrega's Robe 7	24	Milabrega's Regalia 7	aar	Ancient Armor	7	23	17	dblu	dblu						5	2500	2	thorns		15	15	hp%		20	20	sor		3	3	lifesteal		18	18	manasteal		7	7	nofreeze		1	1	dmg%		80	80	mana		30	30					dmg%		150	150	light-thorns		20	20	freeze		1	1	ac%		200	200	res-fire		5	5	str		20	20	enr		20	20	thorns		6	6	ass		2	2	dex		15	15		0
Cathan's Rule 7	25	Cathan's Traps 7	bst	Battle Staff	7	15	11	dgrn	dgrn						5	2500	2	ac%		150	150	slow		30	30	ac		140	140	allskills		1	1	oskill	Battle Orders	2	2	gold%		40	40													dur		15	15	hit-skill	Decrepify	20	15	hit-skill	Poison Explosion	15	9	light		4	4	regen-mana		40	40	red-mag		2	2	mag%		12	12	ltng-min		1	1	oskill	16	6	6	ltng-max		10	10		0
Cathan's Mesh 7	26	Cathan's Traps 7	chn	Chain Mail	7	15	11	dgrn	dgrn						5	2500	2	dmg-cold	125	455	455	ac%		180	180	vit		10	10	dex		10	10	dmg%		400	400	dmg/lvl	8			cold-min	0	4	4	cold-max	0	7	7	cold-len	0	50	50	heal-kill		12	12	dmg-pois	250	333	333	gethit-skill	Howl	3	1	regen		15	15	regen-stam	0	50	50	str		10	10	dmg-min		3	3	res-cold		10	10	move2		20	20	dmg-min		1	1		0
Cathan's Visage 7	27	Cathan's Traps 7	msk	Mask	7	15	11	dgrn	dgrn						5	2500	2	oskill	151	3	3	red-dmg%		10	10	mana-kill		4	4	light-thorns		30	30	cast2		33	33	gethit-skill	52	5	5	swing1		10	10									hit-skill	45	10	10	oskill	240	6	6	res-all	0	15	15					oskill	96	10	10																						0
Cathan's Sigil 7	28	Cathan's Traps 7	amu	Amulet	7	15	11	dgrn	dgrn						5	2500	2	oskill	69	3	3	sor		1	1	gethit-skill	72	4	5	stam		50	50	mana		33	33	skilltab	9	1	1	thorns		5	5									ac		100	100	light-thorns		3	3	death-skill	Poison Nova	100	51	ac		50	50	res-pois		30	30	gethit-skill	Cyclone Armor	5	15	ac/lvl	24			ltng-min	0	1	1	skilltab	5	1	1	ltng-max	0	40	40		0
Cathan's Seal 7	29	Cathan's Traps 7	rin	Ring	7	15	11	dgrn	dgrn						5	2500	2	dru		2	2	res-ltng-max		10	10	block2		30	30	oskill	Summon Grizzly	13	13	mana	0	24	24	res-pois		5	5	bar		3	3									att		75	75	hit-skill	Frozen Orb	15	13	dmg%		5	5	crush		25	25	reduce-ac		33	33	regen		5	5	dmg-ltng		501	501					regen-mana		15	15						0
Tancred's Crowbill 7	30	Tancred's Battlegear 7	mpi	Military Pick	7	27	20	dgld	dgld						5	2500	2	dmg-fire		6	6	ac-miss		250	250	manasteal		15	15	dex		15	15	dmg-undead		200	200	ass		2	2	oskill	234	7	7									dmg-ltng		40	40	dmg%		200	200	skilltab	13	2	2	indestruct		1	1	dmg%		240	240	enr		20	20	gethit-skill	Poison Nova	10	10	res-pois		50	50	crush		10	10	ac		40	40		0
Tancred's Spine 7	31	Tancred's Battlegear 7	ful	Full Plate Mail	7	27	20	dgld	dgld						5	2500	2	dmg%		80	80	light		2	2	ac		25	25	dmg-fire		232	232	light-thorns		15	15	skilltab	2	4	4	dmg-dem/lvl	8			gethit-skill	240	7	1	oskill	71	8	8	res-pois		50	50	ac		75	75	dru		2	2	swing2		20	20	att%		20	20	dmg-demon		350	350	pierce-pois		25	25	hp		40	40	res-cold		40	40	skilltab	8	3	3		0
Tancred's Hobnails 7	32	Tancred's Battlegear 7	lbt	Boots	7	27	20	dgld	dgld						5	2500	2	mana		10	10	dmg-cold	75	21	21	res-all		100	100	dmg%		240	240	dmg-fire		210	210	skilltab	17	1	1	dmg-min		2	2	mag%		25	25	stamdrain		90	90	oskill	87	2	2	dmg-norm		30	30	att		100	100	ac		775	775	ac%		50	50	fire-max		10	10	extra-cold		30	30	mana		46	46	lifesteal	0	3	3						0
Tancred's Weird 7	33	Tancred's Battlegear 7	amu	Amulet	7	27	20	dgld	dgld						5	2500	2	light		-2	-2	dex		20	20	gethit-skill	93	5	10	hit-skill	Firestorm	40	22	crush		35	35	res-cold	0	40	40	dmg-min		9	9	lifesteal		3	3	oskill	56	5	5	allskills		1	1	skilltab	16	2	2	dmg-demon		123	123	openwounds		50	50	bar	0	2	2	regen		13	13	oskill	82	6	6	res-fire	0	30	30	hp		50	50	dmg-max		7	7		0
Tancred's Skull 7	34	Tancred's Battlegear 7	bhm	Bone Helm	7	27	20	dgld	dgld						5	2500	2	pal		2	2	lifesteal		8	8	vit		2	2	str		10	10	hit-skill	66	5	2	dmg-min		5	5	ac		100	100	dmg%		80	80	hp		5	5	ignore-ac		1	1	bloody		5	5	pal		1	1	res-fire		50	50	hit-skill	Bone Spirit	30	20	res-cold		35	35	regen		3	3	oskill	Teleport	1	1	att-skill	36	5	3	mana		59	59		0
Sigon's Gage 7	35	Sigon's Complete Steel 7	hgl	Gauntlets	7	9	6	whit	whit						5	2500	2	nec		2	2	light		2	2	att		250	250	mag%		80	80	gethit-skill	Terror	14	13	dex		5	5													red-dmg		3	3	swing2		30	30	manasteal		15	15	nec		1	1	cast2		10	10	ac		100	100	str		30	30	move3		30	30	move1		10	10						0
Sigon's Visor 7	36	Sigon's Complete Steel 7	ghm	Great Helm	7	9	6	whit	whit						5	2500	2	res-fire		25	25	dmg-fire		35	35	regen-mana		16	16	nofreeze		1	1	res-all		10	10	mana-kill		1	1	skilltab	16	3	3	dmg-pois	75	24	24	oskill	73	8	8	red-dmg		2	2	ac%		60	60	manasteal		5	5	mana		15	15	ac%		200	200	swing2		20	20	dmg%		270	270	mag%		35	35	bar		1	1	res-pois	0	10	10		0
Sigon's Shelter 7	37	Sigon's Complete Steel 7	gth	Gothic Plate	7	9	6	whit	whit						5	2500	2	str		10	10	mana%		25	25	lifesteal		6	6	stamdrain		35	35	ac%		100	100	red-mag		10	10	pal		1	1									swing2		20	20	crush		33	33	dmg		30	30	hit-skill	56	2	4	hp		50	50	dmg-cold	250	500	500	res-ltng		20	20					dex		20	20						0
Sigon's Sabot 7	38	Sigon's Complete Steel 7	hbt	Greaves	7	9	6	whit	whit						5	2500	2	dmg-min		10	10	ac		30	30	mana/lvl	16			ac%		150	150	regen		-5	-5	swing3		40	40	crush		35	35	att	0	80	80	lifesteal	0	2	2	nofreeze		1	1	fire-min		10	10	pierce-immunity-light		300	300	fire-max		20	20	block3		40	40	extra-pois		5	5	dmg%		50	50	regen		5	5	ac		100	100	mana/lvl	16				0
Sigon's Wrap 7	39	Sigon's Complete Steel 7	hbl	Plated Belt	7	9	6	whit	whit						5	2500	2	res-ltng		25	25	swing2		10	10	dmg%		180	180	str		8	8	dur		30	30	crush		10	10	res-pois		26	26	dex		15	15	oskill	47	4	4	skilltab	7	3	3	mana-kill		2	2	cheap		15	15	oskill	83	15	15	dmg%	0	20	20	mana%		15	15	dmg-demon		150	150	noheal		1	1	hp		5	5						0
Sigon's Guard 7	40	Sigon's Complete Steel 7	tow	Tower Shield	7	9	6	whit	whit						5	2500	2	stupidity		3	3	ac		15	15	dmg-cold	75	30	30	res-all		40	40	red-mag		8	8	lifesteal		8	8	hp/lvl		8	12									oskill	86	2	2	indestruct		1	1																																		0
Infernal Cranium 7	41	Infernal Tools 7	cap	Cap	7	7	5	lyel	lyel						5	2500	2	oskill	96	10	10	res-all		11	11	slow		50	50	crush		5	5	mana/lvl	6			ac%		100	100	ltng-min		1	1	ltng-max		16	16	ac		75	75	lifesteal		5	5	str		10	10	dex		15	15	regen-mana		25	25	sor		3	3	red-mag		5	5	red-dmg%		25	25	gold%		70	70	att		4	4	half-freeze		1	1		0
