index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
The Scalper	288	100	1			1		65	57	9ta	Francisca		5	5000								hit-skill	Taunt	18	18	enr		10	10	pois-min		8	8	pois-max		24	24	pois-len		75	75	att-skill	53	8	3	dmg%	0	81	100	res-pois	0	21	30	res-cold		31	40	openwounds		33	33	res-ltng-max		5	5	ac%		30	30		0
Bloodmoon	289	100	1			1		69	61	7sb	elegant blade		5	5000	cred	cred		invsbru				balance2		30	30	vit		8	15	skilltab	2	2	2	dur		80	100	hp/lvl	10			pierce-immunity-damage		300	300	hit-skill	56	5	6	oskill	92	11	13	openwounds		33	33	fire-min		1	1	fire-max		2	2	dmg%		5	5		0
Djinnslayer	290	100	1			1		73	65	7sm	ataghan		5	5000	dpur	dpur		invscmu				regen		10	10	hit-skill	38	10	0	light-thorns		25	25	pierce-ltng		15	20	red-dmg%		15	20	att%		150	200	openwounds		25	25	dmg%		180	200	res-cold		10	10	res-ltng		11	12	noheal		1	1	oskill	12	8	8		0
Deathbit	291	100	1			1		52	44	9tk	battle dart		5	5000								nec		1	1	ac-miss		50	50	red-dmg		11	16	res-ltng-max		10	10	hp%		20	20	deadly/lvl	3			ac		108	108	res-pois		40	40	skilltab	20	2	2	dex		6	9	lifesteal		10	10	res-all		50	50		0
Warshrike	292	100	1			1		83	75	7bk	winged knife		5	5000	bwht	bwht		invtk3				res-fire-max		15	15	ac%		31	40	abs-cold%		10	15	cold-min		4	6	cold-max		9	12	cold-len		25	25	light		4	4	hp		6	10	dmg-to-mana		10	10	deadly		50	50	ac		75	125	addxp		5	10		0
Gutsiphon	293	100	1			1		79	71	6rx	demon crossbow		5	5000	lgrn	lgrn		invrxbu				balance2		40	40	res-ltng		20	40	oskill	Holy Bolt	2	4	res-cold		20	20	skilltab	13	2	2	res-pois	0	21	30	res-all		16	20	res-pois-len		50	50	att-skill	49	5	3	dmg-ltng/lvl	16			red-mag		15	15	ac		200	200		0
Razoredge	294	100	1			1		75	67	7ha	tomahawk		5	5000	lblu			invhaxu				fire-min		16	25	fire-max		31	60	cold-min		3	4	cold-max		5	8	str		7	10	cast3		25	25	deadly		20	20	ignore-ac		1	1	dmg-demon		200	200	res-pois		70	70	openwounds		25	25	oskill	77	4	4		0
Gore Ripper	295	100				1							5	5000	dred	dred																																																							0
Demonlimb	296	100	1			1		71	63	7sp	tyrant club		5	5000	dgrn	dgrn		invspcu				red-dmg		15	20	res-fire	0	40	40	oskill	59	2	2	enr		7	10	fire-min		2	3	fire-max		4	10	balance2		50	50	block		25	25	str		20	20	bloody		3	5	ac-miss		100	100	ac		350	350		0
Steelshade	297	100	1			1		70	62	ulm	armet		5	5000	blac	blac		invhlmu				res-pois		50	50	dmg%		70	90	manasteal		3	3	ac%		40	50	gethit-skill	76	6	2	pierce-pois		20	25	oskill	Heart of Wolverine	20	16	dex		15	15	res-cold		5	10	res-fire		11	20	dmg-max		2	2	mag%		20	35		0
Tomb Reaver	298	100	1			1		86	84	7pa	cryptic axe		5	5000	lyel	lyel						ac/lvl	20			ltng-min		1	1	ltng-max		60	60	swing2		20	20	mag%		25	25	enr		10	10	pal	0	1	1	thorns		3	3	res-all		30	50	levelup-skill	Blaze	100	29	dmg-max		41	63	nofreeze		1	1		0
Deaths's Web	299	100	1			1		74	66	7gw	unearthed wand		5	5000	bwht	bwht						dex		10	10	dmg%		160	190	ac-miss		250	250	mana/lvl	12			hit-skill	66	5	2	slow		20	20	swing2		30	30	dmg		340	400	block		15	15	ac		30	40	res-all		3	5	skilltab	16	1	1		0
Nature's Peace	300	100	1			1		77	69	rin	ring		5	5000	dgrn	dgrn						swing3		40	40	fireskill		2	2	dmg%		120	150	thorns		15	15	oskill	35	3	3	cast2		25	25	abs-cold		5	9	crush		25	25	deadly		50	50	res-all		15	15	mag%		40	40	balance2		30	30		0
Azurewrath	301	100	1			1		87	85	7cr	phase blade		5	5000	lgry			invcrs				light		3	3	att%		50	50	dmg%		70	80	regen-mana		25	25	demon-heal		15	15	dur		50	50	mag%		12	25	red-mag		3	3	att	0	80	80	ac/lvl	24			att-undead		175	250	gold%		11	22		0
Seraph's Hymn	302	100	1			1		73	65	amu	amulet		5	5000	bwht	bwht		invamu2				swing2		20	20	lifesteal		8	8	vit		20	20	stamdrain		50	50	mana		50	75	res-cold		30	30	balance3		30	30	gethit-skill	53	12	5	dmg%	0	31	40	mag%		1	1	manasteal		7	8	oskill	225	10	10		0
Zakarum's Salvation	303	100				1							5	5000																																																									0
Fleshripper	304	100	1			1		76	68	7kr	fanged knife		5	5000	dred	dred		invkrsu				cold-min		4	5	cold-max		7	9	cold-len		25	25	hit-skill	Eruption	25	14	fireskill		3	3	abs-ltng		3	7	ac-hth		200	200	res-all	0	25	25	dmg%/lvl	24			block2		30	30	str		10	20	swing3		40	40		0
Odium	305	100				1							5	5000	blac																																																								0
Horizon's Tornado	306	100	1			1		72	64	7fl	scourge		5	5000	dpur	dpur						res-fire		20	20	mana		15	15	light		-2	-2	dmg%		175	175	swing3		50	50	gold%		80	100	mana-kill		5	5	regen		5	5	ac		20	25	skilltab	1	1	1	red-dmg		2	2	dru		3	3		0
Stone Crusher	307	100	1			1		76	68	7wh	legendary mallet		5	5000	whit							regen-stam		25	25	oskill	42	3	3	mana		15	15	deadly/lvl	8			ac%		50	80	pierce-immunity-damage		300	300	dmg%		60	60	ac-miss		250	250	att/lvl	20			res-pois		50	50	res-cold	0	12	12	dex		10	10		0
Jadetalon	308	100	1			1		74	66	7wb	wrist sword		5	5000	cgrn	cgrn						lifesteal		10	10	res-cold		35	35	mana/lvl	16			mana		45	45	block		40	40	str		20	20	hit-skill	Valkyrie	2	15	block2		20	20	dmg%	0	10	20	sor	0	2	2	stam		8	16	enr		7	10		0
Shadowdancer	309	100	1			1		79	71	uhb	myrmidon greaves		5	5000	blac	blac						att		61	80	cold-min		1	1	cold-max		2	3	ac		20	25	ac-miss		300	350	cheap		15	15	red-mag		7	12	ltng-min	0	1	1	ltng-max	0	22	22	str		10	10	res-cold	0	16	16	mag%		50	50		0
Cerebus	310	100	1			1		71	63	drb	blood spirit		5	5000	bwht	bwht						swing2		20	20	manasteal		4	7	ac-miss		50	50	oskill	238	5	5	dmg-und/lvl	60			block		20	20	hp%		20	20	ac%		100	130	red-mag		7	7	dmg-min		1	1	mana/lvl	6			dmg-pois	50	8	8		0
Tyrael's Might	311	100	1			1		87	84	uar	sacred armor		5	5000	dblu	dblu		invaaru				dmg%		175	175	att%		100	150	dmg-pois	250	300	300	ac/lvl	16			ama	0	2	2	mag%		3	7	dmg-demon		51	100	mana		21	30	dmg-max		2	3	light		1	1	oskill	16	4	4	ac		50	50		0
Souldrain	312	100	1			1		82	74	umg	vambraces		5	5000	dred	dred						ltng-min		1	1	ltng-max		5	9	res-ltng		4	7	hp		50	50	dmg%		100	100	dmg-ltng		1	3	red-dmg		3	3	str		10	10	fire-min	0	3	3	fire-max	0	4	4	nofreeze		1	1	deadly		20	20		0
Runemaster	313	100	1			1		80	72	72a	ettin axe		5	5000	lblu	lblu						str		10	10	indestruct		1	1	lifesteal		5	9	allskills		1	1	dmg%		230	280	levelup-skill	Venom	100	23	oskill	Spirit of Barbs	33	13	ac		261	261	att		13	27	enr		21	30	dmg-max		3	4	dmg-pois	150	86	86		0
Deathcleaver	314	100	1			1		78	70	7wa	berserker axe		5	5000	dred							light		4	4	noheal		1	1	dmg		340	400	dmg%		200	275	enr		15	15	block		25	25	dmg-ltng		1	50	dex		16	20	dmg-min		9	14	hp		26	30	move2		5	5	oskill	234	7	7		0
Executioner's Justice	315	100	1			1		83	75	7gi	glorious axe		5	5000	blac	blac						regen		6	6	manasteal		100	100	lifesteal		12	15	fire-min		6	10	fire-max		12	17	dex		3	3	allskills		3	3	ac%		70	70	dmg%		160	210	oskill	27	3	3	dmg-cold	75	3	5	move2		20	20		0
Stoneraven	316	100	1			1		72	64	amd	matriarchal spear		5	5000	dgry							dmg-undead		50	50	att%		20	20	vit		10	10	rep-dur	25			swing2		30	30	oskill	Teleport	1	1	ac		25	25	dex	0	3	3	res-ltng		30	30	dru		1	1	mana		16	20	hp		6	10		0
Leviathan	317	100	1			1		73	65	uld	kraken shell		5	5000	cgrn	cgrn						dmg%		100	100	res-cold		30	30	ac		40	40	regen		15	25	res-all		20	20	str	0	4	4	mana	0	31	40	att		61	80	hp		21	30	oskill	6	10	10	dmg-undead	0	200	200	light		5	5		0
Larzuk's Champion	318	100				1							5	5000	lgry		flphmr	invhfh																																																					0
Wisp	319	100	1			1		84	76	rin	ring		5	5000	bwht	bwht						ac%		100	100	dmg%		100	130	extra-ltng		10	15	all-stats		3	5	ac		75	75	str		10	10	res-ltng	0	31	50	ac/lvl	24			swing2		20	20	gold%		11	22	att-skill	53	8	5	nec	0	1	1		0
Gargoyle's Bite	320	100	1			1		78	70	7ts	winged harpoon		5	5000	cgrn	cgrn						res-cold		50	50	dmg-max		9	9	att-demon		200	200	noheal		1	1	allskills		1	1	block2		35	35	mana-kill		4	4	cast2		30	30	dmg%		200	240	hp		50	50	red-dmg		3	3	balance2		17	17		0
Lacerator	321	100	1			1		76	68	7b8	winged axe		5	5000	blac	blac						hp/lvl	8			fire-min		1	1	fire-max		2	6	block		20	20	hp		75	75	res-pois		50	50	enr		10	10	dmg%		200	250	oskill	Volcano	30	14	regen		1	4	manasteal		7	7	abs-fire		15	15		0
Mang Song's Lesson	322	100	1			1		86	82	6ws	archon staff		5	5000	dgld	dgld		inv8wsu				ac%		101	200	dmg%	0	66	80	res-pois		25	25	crush		35	40	att		150	150	res-cold		20	20	ltng-min		1	1	ltng-max		9	9	str		11	15	oskill	Meteor	10	10	res-all		35	35	hp	0	38	38		0
Viperfork	323	100	1			1		79	71	7br	war fork		5	5000	dgrn	dgrn						slow		50	50	mana-kill		5	5	swing2		30	30	light-thorns		30	30	dmg-undead		300	300	att-skill	Frozen Orb	16	21	oskill	Clay Golem	16	16	dmg-demon		200	200	regen-stam	0	50	50	dmg-to-mana		7	12	skilltab	4	3	3	att		75	75		0
Ethereal Edge	324	100	1			1		82	74	7ba	silver-edged axe		5	5000	whit	whit						dmg%		20	40	dmg-pois	75	40	40	res-pois		90	90	ac%		30	40	dur		40	40	swing2		30	30	red-mag		9	13	lifesteal		6	6	manasteal		4	8	ac		350	350	red-dmg		1	1	res-all		50	50		0
Demonhorn's Edge	325	100	1			1		69	61	bad	destroyer helm		5	5000	dgry	dgry						dmg-cold	50	40	40	gold%		50	50	stam		11	20	fire-min		10	12	fire-max		15	25	dex		5	6	dmg-fire		1	6	att	0	60	60	light		-1	-1	enr		4	6	ac		25	25	oskill	BloodGolem	15	22		0
The Reaper's Toll	326	100	1			1		83	75	7s8	thresher		5	5000				invscy				dur		10	15	light-thorns		15	15	dmg-undead		150	230	res-all		30	50	indestruct		1	1	skilltab	14	2	3	oskill	Inferno Sentry	1	2	ac%		220	260	res-cold		31	40	dmg-max		2	2	dmg-pois	150	171	171	mana		10	10		0
Spiritkeeper	327	100	1			1		75	67	drd	earth spirit		5	5000								fireskill		2	2	dmg%		100	100	abs-ltng		3	7	oskill	Life Tap	10	12	dmg-undead		100	100	ac-miss		300	300	gethit-skill	42	10	3	mag%		35	35	att		10	20	red-dmg		4	7	str		1	2	lifesteal		10	10		0
Hellrack	328	100	1			1		84	76	6hx	colossus crossbow		5	5000	cred			invhxbu				att		25	25	res-fire		40	40	mana/lvl	16			dru		1	2	oskill	Venom	11	3	swing2		40	40	move2		45	45	sor		2	2	allskills		1	2	hp		100	150	regen-mana		20	20	gold%		75	75		0
Alma Negra	329	100	1			1		85	77	pac	sacred rondache		5	5000	blac	blac						dmg%		50	50	red-mag		2	2	slow		30	30	dmg-norm		15	25	res-pois		20	30	pierce-ltng		15	15	all-stats		5	10	dmg-cold	100	131	252	hp	0	17	17	res-all		16	20	gold%		31	40	oskill	24	3	3		0
Darkforge Spawn	330	100	1			1		72	64	nef	bloodlord skull		5	5000	cred	cred						red-mag		1	1	ac%		170	200	dmg-mag		160	250	hp		20	20	dmg%		120	120	sor		2	2	oskill	Critical Strike	2	2	rep-dur	25			fire-min		1	1	fire-max		2	3	skilltab	7	2	2	balance2		20	20		0
Widowmaker	331	100	1			1		73	65	6sw	ward bow		5	5000	dred	dred		invswbu				bloody		3	5	hp		50	50	nofreeze		1	1	res-all		20	30	hit-skill	66	5	2	att%		20	20	dex		10	20	att	0	100	100	lifesteal	0	2	2	dmg%		101	150	res-pois		6	7	ass		1	1		0
Bloodraven's Charge	332	100	1			1		79	71	amb	matriarchal bow		5	5000	dgld	dgld		invswbu				thorns		8	8	ignore-ac		1	1	dmg%		200	300	res-ltng		15	15	att-dem/lvl	5			half-freeze		1	1	att		400	450	dmg-mag		80	240	dmg-max		1	3	hp		26	30	oskill	54	3	3	red-dmg%		16	16		0
Ghostflame	333	100	1			1		70	62	7bl	legend spike		5	5000	cblu	cblu						manasteal		4	6	mana-kill		5	5	dex		20	20	dur		250	250	ltng-min		1	1	ltng-max		11	23	gethit-skill	48	10	3	regen		20	20	oskill	244	6	6	mana		100	100	reduce-ac		50	50	skilltab	20	1	2		0
Shadowkiller	334	100	1			1		85	78	7cs	battle cestus		5	5000				invaxfu				dmg%		100	100	half-freeze		1	1	swing2		20	20	dex		5	15	abs-fire		5	11	res-fire		25	40	abs-cold		6	11	extra-fire		10	15	regen-mana	0	8	8	manasteal	0	2	2	mana		31	40	skilltab	18	1	1		0
Gimmershred	335	100	1			1		78	70	7ta	flying axe		5	5000	lgrn							cold-min		4	4	cold-max		4	12	cold-len		150	150	enr		5	5	move2		20	20	aura	Holy Shock	15	15	freeze		3	3	hit-skill	56	5	6	gethit-skill	Iron Maiden	8	6	pierce-fire		10	15	ama		2	2	str		20	20		0
Griffon's Eye	336	100	1			1		84	76	ci3	diadem		5	5000								dmg-ltng		1	30	red-dmg		3	3	dmg%		180	220	lifesteal		8	8	mag%		30	60	hp		50	50	dru		2	2	slow		25	25	skilltab	7	1	2	hit-skill	Lightning	10	16	dex		15	15	att		200	200		0
Windhammer	337	100	1			1		76	68	7m7	ogre maul		5	5000	cblu	cblu		invmau				res-cold		11	20	cold-min		5	7	cold-max		9	15	balance2		25	25	hp		60	60	allskills		2	2	enr		10	10	dex		10	10	block2		20	20	deadly		20	20	ignore-ac		1	1	oskill	264	30	5		0
Thunderstroke	338	100	1			1		77	69	amf	matriarchal javelin		5	5000	dblu	dblu						ac%		100	130	dmg-norm		10	15	dex		10	10	skilltab	12	2	2	block2		30	30	att%		300	300	oskill	Oak Sage	25	4	ac	0	24	24	red-dmg%		8	8	res-fire	0	31	50	mana		1	2	str		3	5		0
Giantmaimer	339	100				1							5	5000	cred	cred																																																							0
Demon's Arch	340	100	1			1		76	68	7s7	balrog spear		5	5000	cred	cred						ac		25	25	stamdrain		40	40	res-all		40	40	mag%		20	20	dmg-ltng		41	240	pierce-fire		15	15	res-fire	0	21	30	dmg-min		1	4	stam		25	36	mana		5	7	skilltab	8	1	1	dex		4	6		0
Boneflame	341	100	1			1		80	72	nee	succubae skull		3	5000	dred	dred						res-fire		45	45	regen-mana		25	25	dmg-fire		13	46	swing2		30	30	str		20	30	mana		100	100	dmg-max		4	6	nec		2	2	regen		5	5	hp		16	20	dex	0	15	15	fireskill		2	2		0
Steelpillar	342	100	1			1		77	69	7p7	war pike		3	5000								regen		20	20	res-fire-max		5	5	dmg%		150	210	dmg-pois	150	426	426	allskills		1	1	mana		11	20	ignore-ac		1	1	att		43	57	hit-skill	92	5	4	stupidity		1	1										0
Nightwing's Veil	343	100	1			1		75	67	uhm	spired helm		3	5000	cblu	cblu						hit-skill	Venom	25	15	res-cold-max		15	15	hp		100	100	allskills		2	2	sor		1	3	ltng-min		1	1	ltng-max		21	60	hp/lvl	10			oskill	118	2	2	half-freeze		1	1	ac		44	50						0
Crown of Ages	344	100	1			1		86	82	urn	corona		3	5000	dgld	dgld						lifesteal		8	8	att		100	150	vit/lvl	4			dur		100	100	swing2		20	20	dmg-dem/lvl	15			move2		20	20	mana		53	59	skilltab	1	3	3	oskill	225	10	10	dmg-max		3	4	allskills		1	1		0
Andariel's Visage	345	100	1			1		85	83	usk	demonhead		3	5000	dred	dred						str		20	30	oskill	110	3	5	allskills		1	1	mag%		25	25	ac%		150	200	regen-mana		33	33	lifesteal		5	9	hit-skill	Volcano	5	18	att-demon		300	300	nec	0	1	1	dmg-min		3	3	manasteal		3	3		0
Darkfear	346	100				1				ulm	armet		5	5000	blac			invhlmu																																																					0
Dragonscale	347	100	1			1		84	80	pae	zakarum shield		3	5000	dgrn	dgrn						dur		20	20	skilltab	0	3	3	ac%		150	180	dmg%		200	250	ac		15	15	res-all		10	20	ignore-ac		1	1	res-cold	0	21	30	res-pois		5	5	oskill	59	5	5	res-fire		25	25	hp		150	150		0
Steel Carapice	348	100	1			1		74	66	uul	shadow plate		3	5000	dgry	dgry						dmg-mag		60	120	gethit-skill	121	5	7	oskill	45	8	8	skilltab	20	2	2	hp		31	35	res-all		30	50	ac		150	150	fire-min		1	2	fire-max		3	3	dmg-max		17	23	ac%		50	50	rep-dur	5				0
Medusa's Gaze	349	100	1			1		84	76	uow	aegis		3	5000	lred	lred		invtowu				light		3	3	noheal		1	1	oskill	61	1	1	att/lvl	16			red-mag		12	15	dmg%		250	300	hit-skill	Tornado	20	16	ac		4	8	dmg-max		1	5	att		65	77	hp		26	30	dmg-pois	150	86	86		0
Ravenlore	350	100	1			1		82	74	dre	sky spirit		3	5000	dgld	dgld						dmg%		30	40	block		25	25	oskill	51	20	10	ac		100	100	ac%		130	160	dur		10	10	att		200	450	dmg-ac		-50	-50	swing2		10	10	aura	Might	17	17	res-pois		35	50	regen		6	9		0
Boneshade	351	100	1			1		84	79	7bw	lich wand		3	5000	dgry	dgry		invbwnu				att		55	55	ama		1	1	oskill	58	3	3	swing2		30	30	gold%		250	250	ac%		75	100	mag%		40	40	noheal		1	1	mana	0	5	10	block		20	20	hp		31	40	red-dmg	0	7	7		0
Nethercrow	352	100				1							3	5000	cblu	cblu																																																							0
Flamebellow	353	100	1			1		79	71	7gs	balrog blade		3	5000	cred	cred		invgisu				ltng-min	0	1	1	ltng-max	0	22	22	hp	0	38	38	dex		5	5	oskill	Oak Sage	15	2	res-fire-max		15	15	red-dmg		8	15	ac		500	500	att-demon		25	50	lifesteal		7	7	str		40	50	dmg-undead		125	125		0
Fathom	354	100	1			1		81	73	obf	dimensional shard		3	5000	lblu							skilltab	2	2	2	res-fire		50	50	ltng-min		1	1	ltng-max		4	5	res-all		60	70	dex		4	6	att		90	90	dmg%		150	220	sock		2	2	freeze		3	3	oskill	101	5	5	enr		40	50		0
Wolfhowl	355	100	1			1		85	79	bac	fury visor		3	5000	cred	cred						oskill	44	3	3	slow		20	20	red-dmg%		10	10	lifesteal		4	6	regen		10	18	death-skill	Meteor	100	31	res-fire		-90	-70	crush		40	40	res-all		15	15	dmg-max		17	23	dmg-demon		200	200	mana		8	12		0
Spirit Ward	356	100	1			1		76	68	uts	ward		3	5000	dblu	dblu		invgtsu				ac		14	14	move2		10	10	mana/lvl	10			dmg%		150	180	red-dmg		11	16	extra-cold		10	15	str/lvl	3			hp		50	50	light		5	5	regen	0	4	4	att		28	42	fireskill		2	2		0
Kira's Guardian	357	100	1			1		85	77	ci2	tiara		3	5000	blac	blac						dmg%		60	80	light		2	2	res-pois		30	30	res-all		10	20	mana/lvl	16			nofreeze		1	1	oskill	Skeleton Mastery	1	2	ac-miss		350	400	dmg/lvl	10			stamdrain		15	15	res-pois-len		50	50	thorns		10	20		0
Ormus' Robes	358	100	1			1		83	75	uui	dusk shroud		3	5000	blac	blac						stamdrain		25	25	res-all		35	35	ac%		80	100	dmg-fire		35	95	regen-mana		15	15	red-dmg		9	14	res-mag		-65	-45	regen-stam/lvl	2			att-demon		300	300	ac	0	30	30	ac-miss		30	30	res-pois		20	20		0
Gheed's Fortune	359	100	1			1		70	62	cm3	charm		3	5000	lgld							dex		15	15	ac-miss		100	100	ease		-20	-20	dmg%		230	280	oskill	Bone Wall	2	3	mag%		20	40	swing2		30	30	extra-cold		15	15	sor	0	2	2	regen-stam		10	15	bar		1	1	hp		150	150		0
Stormlash	360	100	1			1		86	82	7fl	scourge		3	5000	dgry	dgry						res-all		5	5	dmg-ac		-70	-70	hit-skill	64	5	3	nec		3	3	dmg-fire		13	46	hp		50	50	ease		-25	-25	deadly		33	33	dmg%		350	400	levelup-skill	Blizzard	100	40	att	0	60	60	skilltab	18	1	1		0
Halaberd's Reign	361	100	1			1		85	77	bae	conqueror crown		3	5000								manasteal		5	5	lifesteal		6	6	aura	Defiance	13	16	res-pois-len		75	75	dmg-fire		15	20	oskill	62	36	6	mana		25	25	openwounds		33	33	fire-min		26	50	fire-max		61	90	att-undead		100	100	dmg-und/lvl	16				0
Warriv's Warder	362	100				1							3	5000																																																									0
Spike Thorn	363	100	1			1		78	70	upk	blade barrier		5	5000	dyel	dyel		invspku				heal-kill		7	13	ltng-min		1	1	ltng-max		12	24	dmg-mag		108	108	mana-kill		6	6	move2		20	20	cold-min		8	10	cold-max		15	20	dmg%		210	260	res-cold		20	20	hp/lvl	4			cast2		20	20		0
Dracul's Grasp	364	100	1			1		84	76	uvg	vampirebone gloves		5	5000	dred	dred						stupidity		2	2	dmg%		120	160	stamdrain		20	20	dmg-fire		20	240	dmg-ltng		1	200	regen		15	23	levelup-skill	Frost Nova	100	43	pierce-cold		40	60	dmg-max		1	3	att%/lvl	2			att%		5	5	oskill	101	8	8		0
Frostwind	365	100	1			1		78	70	7ls	cryptic sword		5	5000	cblu	cblu		invlsdu				cast2		20	20	block		25	25	dmg-fire		13	46	move2		30	30	pierce-ltng		3	5	aura	Meditation	12	17	att/lvl	20			res-pois	0	22	22	stam		4	8	skilltab	1	3	3	mana		1	2	dmg-pois	125	52	52		0
Templar's Might	366	100	1			1		82	74	uar	sacred armor		5	5000	cgrn	cgrn		invaaru				nec		1	1	cold-min		3	3	cold-max		5	7	cold-len		25	25	swing2		10	10	dru		2	2	ac		30	30	dmg-max		11	14	skilltab	11	2	2	res-all		50	50	dex		15	15	dmg-pois	150	171	171		0
Eschuta's temper	367	100	1			1		80	72	obc	eldritch orb		5	5000	cred							state	fullsetgeneric	1	1	pierce-fire		10	15	ease		-60	-60	ac		200	200	att%		50	80	skilltab	0	2	2	dmg%		140	170	extra-fire		10	20	oskill	101	100	10	fire-min		1	1	fire-max		2	2	ac%		180	220		0
Firelizard's Talons	368	100	1			1		75	67	7lw	feral claws		5	5000								dmg-norm		35	75	lifesteal		9	12	allskills		1	1	swing2		20	20	str		5	5	ac%		25	25	block		7	7	res-cold	0	31	50	skilltab	2	3	3	enr		4	6	slow	0	35	35	gethit-skill	42	25	5		0
Sandstorm Trek	369	100	1			1		72	64	uvb	scarabshell boots		5	5000								light		2	2	ignore-ac	1	1	1	lifesteal		4	6	reduce-ac		33	33	oskill	74	12	4	noheal		1	1	ac		10	10	dur		50	50	ac-miss		30	30	res-all		5	10	res-cold		10	11	skilltab	2	3	3		0
Marrowwalk	370	100	1			1		74	66	umb	boneweave boots		5	5000	dgry							res-cold		16	30	indestruct		1	1	lifesteal		3	6	gold%		80	120	dmg%		200	300	cold-min		1	1	cold-max		2	3	att	0	20	20	enr		15	15	ethereal		1	1	swing2		35	35	mana		36	36		0
Heaven's Light	371	100	1			1		69	61	7sc	mighty scepter		5	5000	cblu	cblu						dmg%		70	80	vit		7	7	att%		20	20	gold%		80	160	att/lvl	10			red-dmg		2	2	hp		100	100	dmg-undead		75	75	res-cold		35	35	res-ltng		21	30	swing3		40	40	att-skill	53	8	3		0
Merman's Speed	372	100																																																																					0
Arachnid Mesh	373	100	1			1		87	80	ulc	spiderweb sash		5	5000	blac	blac						red-mag		3	3	dmg%		140	200	pal		2	2	dmg-norm		20	45	oskill	73	5	5	dmg/lvl	16			res-all		50	70	gethit-skill	Delerium Change	1	50	att		40	40	res-ltng		31	31	ac		160	160	skilltab	14	1	1		0
Nosferatu's Coil	374	100	1			1		68	51	uvc	vampirefang belt		5	5000								att%		50	50	ease		-60	-60	ac%		140	200	abs-ltng		3	7	dmg%		150	200	balance2		20	20	swing2		25	25	res-pois		40	40	res-ltng		15	20	red-mag		3	3	hp		11	15	dex		10	10		0
Metalgrid	375	100	1			1		85	81	amu	amulet		5	5000								dmg%		50	60	str		10	10	vit		2	2	ac-miss		50	50	ltng-min		1	1	ltng-max		3	5	res-cold		5	10	mana		21	30	sor		3	3	ac		80	100	dex		10	10						0
Verdugo's Hearty Cord	376	100	1			1		71	63	umc	mithril coil		5	5000	blac	blac						res-pois		30	40	red-mag		10	10	ac%		30	50	dex		20	20	mag%		25	25	ac/lvl	24			res-ltng		26	30	hp		31	35	hit-skill	66	4	1	ltng-min		1	1	ltng-max		6	13	swing3		40	40		0
Sigurd's Staunch	377	100				1							5	5000																																																									0
Carrion Wind	378	100	1			1		68	60	rin	ring		3	5000								dmg-ltng		1	200	oskill	96	10	10	res-fire		15	15	regen		15	23	stupidity		1	1	fireskill		2	2	stamdrain		50	50	swing2		30	30	openwounds		50	50	gold%	0	75	75	hit-skill	38	10	0						0
Giantskull	379	100	1			1		73	65	uh9	bone visage		3	5000	lgry	lgry		invbhm				att		150	200	hit-skill	234	5	7	slow		50	50	lifesteal		10	15	skilltab	14	1	3	death-skill	Nova	100	44	cast2		20	20	swing2		40	40	noheal		1	1	dmg-to-mana		37	37	enr		10	10	dmg-max		2	2		0
Ironward	380	100	1			1		68	60	7ws	caduceus		3	5000	blac	blac						att	0	101	120	manasteal		5	5	vit/lvl	4			dmg%		280	330	cold-min		1	1	cold-max		3	5	cold-len		50	50	thorns		1	3	mana		36	36	pierce-fire		7	15	skilltab	6	1	1	ac		50	120		0
Annihilus	381	100	1			1		110	70	cm1	charm		3	5000			flpmss	invmss	item_gem	12	item_gem	ltng-min		1	1	ltng-max		4	5	block2		20	20	res-fire		20	40	regen		5	5	dex		8	8	ac		105	105	att	0	20	20	bar		3	3	red-mag		4	6	hp		16	20	skilltab	2	2	2		0
Arioc's Needle	382	100	1			1		85	81	7sr	hyperion spear		3	5000								hit-skill	Quickness	5	1	dmg-pois	200	102	102	ac-miss		35	35	dmg-to-mana		15	15	regen-mana		15	15	abs-fire		15	21	regen-stam		25	25	oskill	53	1	1	dex		11	15	dmg%		30	60										0
Cranebeak	383	100	1			1		71	63	7mp	war spike		3	5000	dgry			invmpiu				att		50	100	block		25	25	balance2		20	20	dmg%		140	180	nec		3	3	dmg-cold	100	15	45	sock		2	2	skilltab	0	2	4	dmg-mag		216	471	pal		2	2	vit		10	10	res-pois		6	7		0
Nord's Tenderizer	384	100	1			1		76	68	7cl	truncheon		3	5000				invclbu				oskill	106	4	4	str		15	15	red-mag		2	2	ass		2	2	dmg%		100	100	swing2		30	30	ac-miss		250	250	hit-skill	Decrepify	20	15	dmg-norm		25	50	vit		16	16	ac%		60	80						0
