Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 3 - Dungeon 1 Treasure	Swampy Pit Level 3	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	58	94	700	700	700	2	3	2	3	2	3	1	0	3	arach5	baboon6	bloodlord6_22	blunderbore6	bonefetish4	brute4	cantor4	clawviper5	corruptrogue6	cr_archer5	cr_lancer5	crownest4	fallen5_23	frozenhorror4_21	minion9_21	putriddefiler5_21	reanimatedhorde3_22	sandleaper4	sk_archer7_22	skeleton1_21	skmage_pois4_24	snowyeti1_22	succubuswitch1_21	swarm5	vulture4		arach5	baboon6	bloodlord6_22	blunderbore6	bonefetish4	brute4	cantor4	clawviper5	corruptrogue6	cr_archer5	cr_lancer5	crownest4	fallen5_23	frozenhorror4_21	minion9_21	putriddefiler5_21	reanimatedhorde3_22	sandleaper4	sk_archer7_22	skeleton1_21	skmage_pois4_24	snowyeti1_22	succubuswitch1_21	swarm5	vulture4	arach5	bloodlord6_22	blunderbore6	bonefetish4	brute4	cantor4	clawviper5	corruptrogue6	cr_archer5	cr_lancer5	fallen5_23	frozenhorror4_21	minion9_21	putriddefiler5_21	reanimatedhorde3_22	sandleaper4	sk_archer7_22	skeleton1_21	skmage_pois4_24	snowyeti1_22	succubuswitch1_21	swarm5	vulture4			rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	EnteringTheSwampyPitLevel3	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Swampy Pit
Act 3 - Dungeon 2 Treasure	Flayer Dungeon Level 3	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	58	92	700	700	700	2	3	2	3	2	3	1	0	3	baboon6	batdemon4	blunderbore3	cantor5	cr_archer5	cr_lancer5	deathmauler6_21	doomknight2_22	dkmag3_21	fingermage1	mummy5	pantherwoman4_23	putriddefiler5_21	quillrat2_22	sandraider4	scarab5	siegebeast1_21	skmage_fire2_21	skmage_ltng1_22	succubus4_21	swarm4	thornhulk1	unraveler3	vilemother1	vulture3		baboon6	batdemon4	blunderbore3	cantor5	cr_archer5	cr_lancer5	deathmauler6_21	doomknight2_22	dkmag3_21	fingermage1	mummy5	pantherwoman4_23	putriddefiler5_21	quillrat2_22	sandraider4	scarab5	siegebeast1_21	skmage_fire2_21	skmage_ltng1_22	succubus4_21	swarm4	thornhulk1	unraveler3	vilemother1	vulture3	batdemon4	blunderbore3	cantor5	cr_archer5	cr_lancer5	deathmauler6_21	doomknight2_22	dkmag3_21	fingermage1	mummy5	pantherwoman4_23	putriddefiler5_21	quillrat2_22	sandraider4	scarab5	skmage_fire2_21	skmage_ltng1_22	succubus4_21	swarm4	thornhulk1	unraveler3	vilemother1	vulture3			rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	EnteringTheFlayerDungeonLevel3	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	Act 3 - Flayer Dungeon
Act 3 - Sewer 1	Sewers Level 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	48	73	23	59	94	650	650	650	6	7	6	7	6	7	1	0	3	baboon6	bighead2_21	bloodlord6_22	bonefetish3	cantor2	clawviper4	cr_archer5	deathmauler6_21	doomknight1	doomknight2_22	fallenshaman4_22	fingermage1	cowking_22	megademon1	pantherwoman4_23	quillrat2_22	regurgitator1	scarab7	sk_archer7_22	skeleton1_21	skmage_fire2_21	skmage_ltng1_22	skmage_pois4_24	slinger5_22	zealot5		baboon6	bighead2_21	bloodlord6_22	bonefetish3	cantor2	clawviper4	cr_archer5	deathmauler6_21	doomknight1	doomknight2_22	fallenshaman4_22	fingermage1	cowking_22	megademon1	pantherwoman4_23	quillrat2_22	regurgitator1	scarab7	sk_archer7_22	skeleton1_21	skmage_fire2_21	skmage_ltng1_22	skmage_pois4_24	slinger5_22	zealot5	bighead2_21	bloodlord6_22	bonefetish3	cantor2	clawviper4	cr_archer5	deathmauler6_21	doomknight1	doomknight2_22	fallenshaman4_22	fingermage1	cowking_22	megademon1	pantherwoman4_23	quillrat2_22	regurgitator1	scarab7	sk_archer7_22	skeleton1_21	skmage_fire2_21	skmage_ltng1_22	skmage_pois4_24	slinger5_22	zealot5		rat	rat			100	100							0	26	255	Sewers Level 1	To The Sewers Level 1	EnteringTheSewersLevel1	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	Act 3 - Sewers
Act 3 - Sewer 2	Sewers Level 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	49	74	24	60	94	650	650	650	6	7	6	7	6	7	1	0	3	batdemon5	bighead5	cantor2	corruptrogue5	crownest4	deathmauler6_21	dkmag3_21	fallen5_23	fallenshaman4_22	fetish3	fetishblow5	fetishshaman2	imp5_21	mosquito2	mummy4	putriddefiler5_21	quillrat2_22	regurgitator2	scarab8	skeleton1_21	skmage_cold2_22	snowyeti1_22	swarm3	willowisp2	zealot5		batdemon5	bighead5	cantor2	corruptrogue5	crownest4	deathmauler6_21	dkmag3_21	fallen5_23	fallenshaman4_22	fetish3	fetishblow5	fetishshaman2	imp5_21	mosquito2	mummy4	putriddefiler5_21	quillrat2_22	regurgitator2	scarab8	skeleton1_21	skmage_cold2_22	snowyeti1_22	swarm3	willowisp2	zealot5	batdemon5	bighead5	cantor2	corruptrogue5	deathmauler6_21	dkmag3_21	fallen5_23	fallenshaman4_22	fetish3	fetishblow5	fetishshaman2	imp5_21	mosquito2	mummy4	putriddefiler5_21	quillrat2_22	regurgitator2	scarab8	skeleton1_21	skmage_cold2_22	snowyeti1_22	swarm3	willowisp2	zealot5		rat	rat			100	100							0	26	255	Sewers Level 2	To The Sewers Level 2	EnteringTheSewersLevel2	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	Act 3 - Sewers
Act 3 - Temple 1	Ruined Temple	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	60	94	990	990	990	4	4	4	4	4	4	1	0	3	blunderbore3	brute5	clawviper5	cr_lancer5	crownest4	deathmauler6_21	fallen5_23	fetish3	fetishblow2	fetishshaman6	fingermage1	frozenhorror4_21	goatman9_23	imp5_21	megademon1	minion9_21	mosquito2	quillrat2_22	reanimatedhorde3_22	scarab5	sk_archer7_22	skmage_pois4_24	thornhulk3	vampire2	vilemother1		blunderbore3	brute5	clawviper5	cr_lancer5	crownest4	deathmauler6_21	fallen5_23	fetish3	fetishblow2	fetishshaman6	fingermage1	frozenhorror4_21	goatman9_23	imp5_21	megademon1	minion9_21	mosquito2	quillrat2_22	reanimatedhorde3_22	scarab5	sk_archer7_22	skmage_pois4_24	thornhulk3	vampire2	vilemother1	blunderbore3	brute5	clawviper5	cr_lancer5	deathmauler6_21	fallen5_23	fetish3	fetishblow2	fetishshaman6	fingermage1	frozenhorror4_21	goatman9_23	imp5_21	megademon1	minion9_21	mosquito2	quillrat2_22	reanimatedhorde3_22	scarab5	sk_archer7_22	skmage_pois4_24	thornhulk3	vampire2	vilemother1		rat				30								0	28	255	Ruined Temple	To The Ruined Temple	EnteringTheRuinedTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Ruined Temple
Act 3 - Temple 2	Disused Fane	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	60	94	990	990	990	4	4	4	4	4	4	1	0	3	arach3	batdemon4	cr_lancer5	dkmag3_21	fetish8	fetishshaman5	frogdemon2	goatman9_23	imp5_21	overseer4_21	pantherwoman4_23	quillrat2_22	reanimatedhorde3_22	sandleaper5	scarab8	skmage_fire2_21	skmage_ltng1_22	slinger9_23	snowyeti1_22	succubus4_21	swarm5	thornhulk3	vilemother1	vulture4	wraith5		arach3	batdemon4	cr_lancer5	dkmag3_21	fetish8	fetishshaman5	frogdemon2	goatman9_23	imp5_21	overseer4_21	pantherwoman4_23	quillrat2_22	reanimatedhorde3_22	sandleaper5	scarab8	skmage_fire2_21	skmage_ltng1_22	slinger9_23	snowyeti1_22	succubus4_21	swarm5	thornhulk3	vilemother1	vulture4	wraith5	arach3	batdemon4	cr_lancer5	dkmag3_21	fetish8	fetishshaman5	frogdemon2	goatman9_23	imp5_21	overseer4_21	pantherwoman4_23	quillrat2_22	reanimatedhorde3_22	sandleaper5	scarab8	skmage_fire2_21	skmage_ltng1_22	slinger9_23	snowyeti1_22	succubus4_21	swarm5	thornhulk3	vilemother1	vulture4	wraith5	rat				30								0	28	255	Disused Fane	To The Disused Fane	EnteringTheDisusedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Disused Fane
Act 3 - Temple 3	Forgotten Reliquary	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	60	94	990	990	990	4	4	4	4	4	4	1	0	3	blunderbore2	bonefetish3	brute5	clawviper4	corruptrogue5	cr_lancer5	doomknight1	doomknight2_22	dkmag3_21	fetishblow2	fingermage1	foulcrow4	frozenhorror4_21	mummy4	pantherwoman4_23	putriddefiler5_21	reanimatedhorde3_22	scarab6	sk_archer7_22	skeleton1_21	slinger5_22	succubuswitch1_21	vampire7	vulture3	willowisp3		blunderbore2	bonefetish3	brute5	clawviper4	corruptrogue5	cr_lancer5	doomknight1	doomknight2_22	dkmag3_21	fetishblow2	fingermage1	foulcrow4	frozenhorror4_21	mummy4	pantherwoman4_23	putriddefiler5_21	reanimatedhorde3_22	scarab6	sk_archer7_22	skeleton1_21	slinger5_22	succubuswitch1_21	vampire7	vulture3	willowisp3	blunderbore2	bonefetish3	brute5	clawviper4	corruptrogue5	cr_lancer5	doomknight1	doomknight2_22	dkmag3_21	fetishblow2	fingermage1	foulcrow4	frozenhorror4_21	mummy4	pantherwoman4_23	putriddefiler5_21	reanimatedhorde3_22	scarab6	sk_archer7_22	skeleton1_21	slinger5_22	succubuswitch1_21	vampire7	vulture3	willowisp3	rat				30								0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	EnteringTheForgottenReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Forgotten Reliquary
Act 3 - Temple 4	Forgotten Temple	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	61	94	990	990	990	2	2	2	2	2	2	1	0	3	blunderbore3	cantor3	clawviper4	corruptrogue5	cr_archer5	crownest4	deathmauler6_21	doomknight2_22	fallenshaman4_22	frozenhorror4_21	goatman9_23	megademon1	overseer4_21	putriddefiler5_21	regurgitator2	scarab5	sk_archer7_22	skeleton1_21	skmage_cold2_22	skmage_ltng1_22	slinger9_23	snowyeti1_22	succubus4_21	unraveler4	vulture4		blunderbore3	cantor3	clawviper4	corruptrogue5	cr_archer5	crownest4	deathmauler6_21	doomknight2_22	fallenshaman4_22	frozenhorror4_21	goatman9_23	megademon1	overseer4_21	putriddefiler5_21	regurgitator2	scarab5	sk_archer7_22	skeleton1_21	skmage_cold2_22	skmage_ltng1_22	slinger9_23	snowyeti1_22	succubus4_21	unraveler4	vulture4	blunderbore3	cantor3	clawviper4	corruptrogue5	cr_archer5	deathmauler6_21	doomknight2_22	fallenshaman4_22	frozenhorror4_21	goatman9_23	megademon1	overseer4_21	putriddefiler5_21	regurgitator2	scarab5	sk_archer7_22	skeleton1_21	skmage_cold2_22	skmage_ltng1_22	slinger9_23	snowyeti1_22	succubus4_21	unraveler4	vulture4		rat				30								0	28	255	Forgotten Temple	To The Forgotten Temple	EnteringTheForgottenTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Forgotten Temple
Act 3 - Temple 5	Ruined Fane	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	61	94	990	990	990	2	2	2	2	2	2	1	0	3	baboon5	blunderbore3	cantor5	crownest4	doomknight2	fetish7	fetishshaman3	cowking_22	megademon1	minion9_21	overseer4_21	putriddefiler5_21	reanimatedhorde3_22	regurgitator2	sandmaggot4	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	slinger9_23	succubuswitch1_21	swarm4	thornhulk5	unraveler4	vampire9	willowisp2		baboon5	blunderbore3	cantor5	crownest4	doomknight2	fetish7	fetishshaman3	cowking_22	megademon1	minion9_21	overseer4_21	putriddefiler5_21	reanimatedhorde3_22	regurgitator2	sandmaggot4	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	slinger9_23	succubuswitch1_21	swarm4	thornhulk5	unraveler4	vampire9	willowisp2	baboon5	blunderbore3	cantor5	doomknight2	fetish7	fetishshaman3	cowking_22	megademon1	minion9_21	overseer4_21	putriddefiler5_21	reanimatedhorde3_22	regurgitator2	sandmaggot4	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	slinger9_23	succubuswitch1_21	swarm4	thornhulk5	unraveler4	vampire9	willowisp2		rat				30								0	28	255	Ruined Fane	To The Ruined Fane	EnteringTheRuinedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Ruined Fane
Act 3 - Temple 6	Disused Reliquary	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	61	94	990	990	990	2	2	2	2	2	2	1	0	3	brute5	corruptrogue6	cr_archer5	cr_lancer5	dkmag3_21	fetish8	goatman9_23	minion9_21	overseer4_21	pantherwoman4_23	putriddefiler5_21	reanimatedhorde3_22	regurgitator1	sandleaper4	sandmaggot7	sandraider5	siegebeast1_21	sk_archer7_22	skeleton1_21	skmage_pois4_24	slinger9_23	unraveler4	vampire6	vilemother2	wraith5		brute5	corruptrogue6	cr_archer5	cr_lancer5	dkmag3_21	fetish8	goatman9_23	minion9_21	overseer4_21	pantherwoman4_23	putriddefiler5_21	reanimatedhorde3_22	regurgitator1	sandleaper4	sandmaggot7	sandraider5	siegebeast1_21	sk_archer7_22	skeleton1_21	skmage_pois4_24	slinger9_23	unraveler4	vampire6	vilemother2	wraith5	brute5	corruptrogue6	cr_archer5	cr_lancer5	dkmag3_21	fetish8	goatman9_23	minion9_21	overseer4_21	pantherwoman4_23	putriddefiler5_21	reanimatedhorde3_22	regurgitator1	sandleaper4	sandmaggot7	sandraider5	sk_archer7_22	skeleton1_21	skmage_pois4_24	slinger9_23	unraveler4	vampire6	vilemother2	wraith5		rat				30								0	28	255	Disused Reliquary	To The Disused Reliquary	EnteringTheDisusedReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Disused Reliquary
Act 3 - Mephisto 1	Durance of Hate Level 1	100	2	2	18	18	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3800	25	50	75	25	62	92	800	800	800	5	7	5	7	5	7	1	0	3	baboon6_28	blunderbore3	bonefetish7	cantor2	clawviper4	cr_archer5	dkmag2_25	fallen2_28	frogdemon2	frozenhorror2_25	goatman8_28	megademon1	pantherwoman4_23	putriddefiler4_28	quillrat2_22	sandleaper5	sandmaggot6	siegebeast3_25	skmage_fire2_25	skmage_ltng1_22	snowyeti1_22	suicideminion6_25	unraveler4	vilemother2	zealot2		baboon6_28	blunderbore3	bonefetish7	cantor2	clawviper4	cr_archer5	dkmag2_25	fallen2_28	frogdemon2	frozenhorror2_25	goatman8_28	megademon1	pantherwoman4_23	putriddefiler4_28	quillrat2_22	sandleaper5	sandmaggot6	siegebeast3_25	skmage_fire2_25	skmage_ltng1_22	snowyeti1_22	suicideminion6_25	unraveler4	vilemother2	zealot2	blunderbore3	bonefetish7	cantor2	clawviper4	cr_archer5	dkmag2_25	fallen2_28	frogdemon2	frozenhorror2_25	goatman8_28	megademon1	pantherwoman4_23	putriddefiler4_28	quillrat2_22	sandleaper5	sandmaggot6	skmage_fire2_25	skmage_ltng1_22	snowyeti1_22	unraveler4	vilemother2	zealot2				bat				30								0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	EnteringTheDuranceOfHateLevel1	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	Act 3 - Durance of Hate
Act 3 - Mephisto 2	Durance of Hate Level 2	101	2	2	18	18	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3700	25	50	75	25	62	92	800	800	800	5	7	5	7	5	7	1	0	3	baboon8	batdemon6	bonefetish5	corruptrogue6	cr_archer5	cr_lancer5	crownest2_28	doomknight2	fetish7	frozenhorror2_25	goatman8_28	imp8_25	mummy6	overseer3_28	putriddefiler4_28	quillrat2_22	reanimatedhorde3_22	regurgitator1	sandmaggot6	siegebeast3_25	sk_archer7_28	skmage_pois4_24	swarm5	unraveler4	willowisp4		baboon8	batdemon6	bonefetish5	corruptrogue6	cr_archer5	cr_lancer5	crownest2_28	doomknight2	fetish7	frozenhorror2_25	goatman8_28	imp8_25	mummy6	overseer3_28	putriddefiler4_28	quillrat2_22	reanimatedhorde3_22	regurgitator1	sandmaggot6	siegebeast3_25	sk_archer7_28	skmage_pois4_24	swarm5	unraveler4	willowisp4	baboon8	batdemon6	bonefetish5	corruptrogue6	cr_archer5	cr_lancer5	doomknight2	fetish7	frozenhorror2_25	goatman8_28	imp8_25	mummy6	overseer3_28	putriddefiler4_28	quillrat2_22	reanimatedhorde3_22	regurgitator1	sandmaggot6	sk_archer7_28	skmage_pois4_24	swarm5	unraveler4	willowisp4			bat				30								0	30	26	Durance of Hate Level 2	To The Durance of Hate Level 2	EnteringTheDuranceOfHateLevel2	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	Act 3 - Durance of Hate
Act 3 - Mephisto 3	Durance of Hate Level 3	102	2	2	18	18	76	41	29	41	29	41	29	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1	0	255	255	255	0	1	1	0	3800	25	50	75	25	62	92	800	800	800	5	7	5	7	5	7	1	0	3	arach4	blunderbore3	corruptrogue6	cr_archer5	crownest2_28	doomknight2	fingermage1	foulcrow4	frogdemon3	frozenhorror2_25	imp8_25	minion11_25	mummy6	overseer3_28	pantherwoman4_23	quillrat2_22	sandmaggot5	sandraider5	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	thornhulk3	unraveler4	vilemother1	zealot5		arach4	blunderbore3	corruptrogue6	cr_archer5	crownest2_28	doomknight2	fingermage1	foulcrow4	frogdemon3	frozenhorror2_25	imp8_25	minion11_25	mummy6	overseer3_28	pantherwoman4_23	quillrat2_22	sandmaggot5	sandraider5	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	thornhulk3	unraveler4	vilemother1	zealot5	arach4	blunderbore3	corruptrogue6	cr_archer5	doomknight2	fingermage1	foulcrow4	frogdemon3	frozenhorror2_25	imp8_25	minion11_25	mummy6	overseer3_28	pantherwoman4_23	quillrat2_22	sandmaggot5	sandraider5	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	thornhulk3	unraveler4	vilemother1	zealot5		bat				30								0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	EnteringTheDuranceOfHateLevel3	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	Act 3 - Durance of Hate
Act 4 - Town	The Pandemonium Fortress	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	1	0	0	2025	0	25	50				0	0	0							0	0																																																																																										0	31	27	The Pandemonium Fortress	To The Pandemonium Fortress	EnteringThePandemoniumFortress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 4 - Town
Act 4 - Mesa 1	Outer Steppes	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3900	26	51	76	26	63	91	800	800	800	8	10	8	10	8	10	1	0	3	arach6	cr_archer5	crownest2_28	dkfig2	fallen2_28	fallenshaman8_26	fetishshaman5	frozenhorror2_25	goatman9_23	megademon1	mosquito4	overseer3_28	pantherwoman4_23	putriddefiler4_28	quillrat4_26	reanimatedhorde3_26	sandmaggot7	skeleton3_26	snowyeti1_26	suicideminion6_25	swarm3_28	thornhulk4	unraveler4	vulture2_28	wraith6_26		arach6	cr_archer5	crownest2_28	dkfig2	fallen2_28	fallenshaman8_26	fetishshaman5	frozenhorror2_25	goatman9_23	megademon1	mosquito4	overseer3_28	pantherwoman4_23	putriddefiler4_28	quillrat4_26	reanimatedhorde3_26	sandmaggot7	skeleton3_26	snowyeti1_26	suicideminion6_25	swarm3_28	thornhulk4	unraveler4	vulture2_28	wraith6_26	arach6	cr_archer5	dkfig2	fallen2_28	fallenshaman8_26	fetishshaman5	frozenhorror2_25	goatman9_23	megademon1	mosquito4	overseer3_28	pantherwoman4_23	putriddefiler4_28	quillrat4_26	reanimatedhorde3_26	sandmaggot7	skeleton3_26	snowyeti1_26	swarm3_28	thornhulk4	unraveler4	vulture2_28	wraith6_26															0	32	255	Outer Steppes	To The Outer Steppes	EnteringTheOuterSteppes	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	Act 4 - Outer Steppes
Act 4 - Mesa 2	Plains of Despair	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	26	51	76	26	63	92	800	800	800	8	10	8	10	8	10	1	0	3	bighead5	bloodlord7_26	blunderbore3	bonefetish4	cantor4	clawviper5	cr_lancer5	deathmauler3_28	dkmag2_25	fallen2_28	fetishshaman4	foulcrow4_26	frogdemon3	frozenhorror2_25	cowking	imp8_25	megademon1	minion11_25	putriddefiler4_28	reanimatedhorde3_26	scarab8	skmage_pois4_24	swarm3_28	thornhulk4	zombie3_26		bighead5	bloodlord7_26	blunderbore3	bonefetish4	cantor4	clawviper5	cr_lancer5	deathmauler3_28	dkmag2_25	fallen2_28	fetishshaman4	foulcrow4_26	frogdemon3	frozenhorror2_25	cowking	imp8_25	megademon1	minion11_25	putriddefiler4_28	reanimatedhorde3_26	scarab8	skmage_pois4_24	swarm3_28	thornhulk4	zombie3_26	bighead5	bloodlord7_26	blunderbore3	bonefetish4	cantor4	clawviper5	cr_lancer5	deathmauler3_28	dkmag2_25	fallen2_28	fetishshaman4	foulcrow4_26	frogdemon3	frozenhorror2_25	cowking	imp8_25	megademon1	minion11_25	putriddefiler4_28	reanimatedhorde3_26	scarab8	skmage_pois4_24	swarm3_28	thornhulk4	zombie3_26													0	32	255	Plains of Despair	To The Plains of Despair	EnteringThePlainsOfDespair	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	Act 4 - Plains of Despair
